4148,Venere peccatrice,"Edgar G. Ulmer, Douglas Sirk",100,"Drama, Film-Noir, Romance"
4149,Lo straniero,Orson Welles,95,"Crime, Drama, Film-Noir"
4150,Orgasmo,Frank Tuttle,101,"Drama, Film-Noir, Romance"
4151,Fiamme nella jungla,William H. Pine,69,"Action, Adventure, Drama"
4152,Swing Parade 1946,Phil Karlson,74,"Comedy, Drama, Music"
4153,Tarzan e la donna leopardo,Kurt Neumann,72,"Action, Adventure, Romance"
4154,Terrore nella notte,Roy William Neill,60,"Crime, Drama, Film-Noir"
4155,That Brennan Girl,Alfred Santell,95,"Drama, Romance"
4156,They Made Me a Killer,William C. Thomas,64,"Crime, Drama, Film-Noir"
4157,Tre ragazze in blu,"H. Bruce Humberstone, John Brahm",100,Musical
4158,L'idolo cinese,Jean Negulesco,92,"Crime, Drama, Film-Noir"
4159,Three Wise Fools,Edward Buzzell,90,"Comedy, Drama, Fantasy"
4160,Sangue ardente,S. Sylvan Simon,91,Musical
4161,Anime ferite,Edward Dmytryk,105,"Drama, Romance, War"
4162,Se ci sei batti due colpi,Charles Barton,82,"Comedy, Fantasy, Romance"
4163,"L'ora, il luogo e la ragazza",David Butler,105,"Musical, Comedy, Romance"
4164,A ciascuno il suo destino,Mitchell Leisen,122,"Drama, Romance"
4165,Conta solo l'avvenire,Irving Pichel,104,"Drama, Romance, War"
4166,Two Guys from Milwaukee,David Butler,90,Comedy
4167,Due sorelle di Boston,Henry Koster,112,"Comedy, Musical"
4168,La taverna dei quattro venti,Jules Dassin,93,"Crime, Drama, Romance"
4169,I forzati del mare,John Farrow,98,"Adventure, Drama"
4170,Tragico segreto,Vincente Minnelli,116,"Drama, Film-Noir, Thriller"
4171,The Unknown,Henry Levin,70,"Action, Crime, Mystery"
4172,Up Goes Maisie,Harry Beaumont,89,Comedy
4173,Valley of the Zombies,Philip Ford,56,"Action, Drama, Horror"
4174,La morte viene da Scotland Yard,Don Siegel,86,"Crime, Drama, Film-Noir"
4175,Il virginiano,Stuart Gilmore,87,"Romance, Western"
4176,The Well Groomed Bride,Sidney Lanfield,75,"Comedy, Romance"
4177,California Express,Mervyn LeRoy,107,"Comedy, Romance"
4178,Il cucciolo,Clarence Brown,128,"Drama, Family, Western"
4179,Una giovane vedova,Edwin L. Marin,100,Drama
4180,Ziegfeld Follies,"Lemuel Ayers, Roy Del Ruth",110,"Comedy, Musical"
4181,The Thirteenth Hour,William Clemens,65,"Film-Noir, Mystery"
4182,La figlia del pirata,Sam Newfield,66,"Action, Adventure, Comedy"
4183,L'ultima conquista,James Edward Grant,100,"Romance, Western"
4184,Apache Rose,William Witney,75,"Action, Music, Western"
4185,L'intraprendente signor Dick,Irving Reis,95,"Comedy, Romance"
4186,Backlash,Eugene Forde,66,"Crime, Film-Noir, Mystery"
4187,Piccolo cuore,Richard Fleischer,68,"Drama, Family"
4188,Bells of San Angelo,William Witney,78,Western
4189,Big Town After Dark,William C. Thomas,69,"Crime, Drama, Film-Noir"
4190,Bill and Coo,Dean Riesner,61,"Musical, Family, Fantasy"
4191,La moglie del vescovo,Henry Koster,109,"Comedy, Drama, Fantasy"
4192,Sangue indiano,Phil Karlson,90,"Drama, History, Sport"
4193,The Black Widow,"Spencer Gordon Bennet, Fred C. Brannon",180,"Action, Adventure, Crime"
4194,Blackmail,Lesley Selander,67,"Action, Crime, Film-Noir"
4195,Bagliore a mezzogiorno,John Farrow,90,"Action, Drama"
4196,Per tutta la vita,Robert Gordon,73,"Crime, Drama, Film-Noir"
4197,Bionda selvaggia,Steve Sekely,62,"Action, Adventure, Fantasy"
4198,Blondie in the Dough,Abby Berlin,69,Comedy
4199,Blondie's Anniversary,Abby Berlin,67,Comedy
4200,Blondie's Big Moment,Abby Berlin,69,Comedy
4201,Blondie's Holiday,Abby Berlin,67,Comedy
4202,Anima e corpo,Robert Rossen,104,"Drama, Film-Noir, Sport"
4203,"Boomerang, l'arma che vendica",Elia Kazan,88,"Crime, Drama, Film-Noir"
4204,Perfido inganno,Robert Wise,92,"Crime, Drama, Film-Noir"
4205,Borrowed Trouble,George Archainbaud,58,"Action, Adventure, Western"
4206,Bowery Buckaroos,William Beaudine,66,"Comedy, Music, Western"
4207,La moneta insanguinata,John Brahm,72,"Crime, Drama, Film-Noir"
4208,Forza bruta,Jules Dassin,98,"Crime, Drama, Film-Noir"
4209,Addio all'esercito,Charles Barton,77,"Action, Comedy, Family"
4210,Bury Me Dead,Bernard Vorhaus,68,"Crime, Drama, Film-Noir"
4211,Calcutta,John Farrow,83,"Action, Crime, Drama"
4212,Calendar Girl,Allan Dwan,88,"Musical, Romance"
4213,Il capitano di Castiglia,Henry King,140,"Adventure, Drama, History"
4214,Sinfonie eterne,Edgar G. Ulmer,144,"Music, Drama"
4215,Carnevale in Costarica,Gregory Ratoff,97,"Music, Romance"
4216,Il giudice Timberlane,George Sidney,119,"Drama, Romance"
4217,Notte di bivacco,Raoul Walsh,99,"Romance, Western"
4218,The Chinese Ring,William Beaudine,68,"Comedy, Crime, Drama"
4219,Tre figli in gamba,Edwin L. Marin,90,"Comedy, Drama"
4220,Idem,Alfred E. Green,92,"Comedy, Musical"
4221,Il segreto di Mary Harrison,Henry Levin,87,"Adventure, Comedy, Crime"
4222,The Crime Doctor's Gamble,William Castle,66,"Action, Adventure, Crime"
4223,Il grido del lupo,Peter Godfrey,83,"Crime, Drama, Mystery"
4224,Cinzia,Robert Z. Leonard,98,"Comedy, Drama"
4225,Dangerous Venture,George Archainbaud,59,"Action, Adventure, Western"
4226,Torbidi amori,Willis Goldbeck,90,"Drama, Mystery"
4227,La fuga,Delmer Daves,106,"Film-Noir, Thriller"
4228,60 lettere d'amore,William D. Russell,95,"Comedy, Romance"
4229,Disperato d'amore,Jean Negulesco,104,"Action, Crime, Drama"
4230,Furia nel deserto,Lewis Allen,96,"Crime, Drama, Film-Noir"
4231,Desiderami,"Jack Conway, George Cukor",91,"Drama, Romance, War"
4232,Morirai a mezzanotte,Anthony Mann,73,"Crime, Film-Noir, Thriller"
4233,The Devil Thumbs a Ride,Felix E. Feist,62,"Crime, Drama, Film-Noir"
4234,The Devil on Wheels,Crane Wilbur,67,"Drama, Sport"
4235,Dick Tracy Meets Gruesome,John Rawlins,65,"Action, Crime, Drama"
4236,Dick Tracy's Dilemma,John Rawlins,60,"Action, Crime, Drama"
4237,Disonorata,Robert Stevenson,85,"Crime, Drama, Film-Noir"
4238,Doppia vita,George Cukor,104,"Crime, Drama, Film-Noir"
4239,Dreams That Money Can Buy,Hans Richter,99,"Drama, Fantasy"
4240,Fiore selvaggio,Allan Dwan,88,Drama
4241,Io e l'uovo,Chester Erskine,108,"Comedy, Romance"
4242,Non mi sfuggirai,Peter Godfrey,104,"Drama, Romance"
4243,Exposed,George Blair,59,"Crime, Drama, Thriller"
4244,L'America dei Dorsey,Alfred E. Green,88,"Biography, Music, Romance"
4245,Fall Guy,Reginald Le Borg,64,"Action, Crime, Drama"
4246,La moglie celebre,H.C. Potter,97,"Comedy, Drama, Romance"
4247,Angoscia nella notte,Maxwell Shane,72,"Crime, Drama, Film-Noir"
4248,Fiesta,Richard Thorpe,104,"Drama, Musical, Romance"
4249,Per te io muoio,John Reinhardt,76,"Crime, Drama, Film-Noir"
4250,For the Love of Rusty,John Sturges,68,"Adventure, Drama"
4251,Ambra,"Otto Preminger, John M. Stahl",138,"Adventure, Drama, Romance"
4252,La superba creola,John M. Stahl,117,"Action, Drama, Romance"
4253,Il cerchio si chiude,Richard Wallace,82,"Crime, Drama, Film-Noir"
4254,Bongo e i tre avventurieri,"Jack Kinney, Hamilton Luske",73,"Animation, Adventure, Comedy"
4255,Fun on a Week-End,Andrew L. Stone,93,Comedy
4256,Ultimo orizzonte,William A. Wellman,85,"Biography, Drama, History"
4257,Violenza,Gordon Wiles,84,"Crime, Drama, Film-Noir"
4258,Barriera invisibile,Elia Kazan,118,"Drama, Romance"
4259,Ghost Town Renegades,Ray Taylor,58,"Action, Comedy, Western"
4260,Il fantasma e la signora Muir,Joseph L. Mankiewicz,104,"Comedy, Drama, Fantasy"
4261,Amore di zingara,Mitchell Leisen,95,"Adventure, Romance, War"
4262,Good News,Charles Walters,93,"Comedy, Musical, Romance"
4263,Il delfino verde,Victor Saville,141,"Adventure, Romance, Drama"
4264,La colpa di Janet Ames,Henry Levin,83,"Drama, Mystery, Romance"
4265,The Guilty,John Reinhardt,71,"Film-Noir, Mystery"
4266,I bandoleros,George Waggner,87,Western
4267,Hard Boiled Mahoney,William Beaudine,63,"Comedy, Crime, Mystery"
4268,Heading for Heaven,Lewis D. Collins,65,Comedy
4269,Solo il cielo lo sa,Albert S. Rogell,100,"Adventure, Comedy, Family"
4270,Gli affari di suo marito,S. Sylvan Simon,84,"Comedy, Sci-Fi"
4271,Hi De Ho,Josh Binney,72,Musical
4272,L'isola sulla montagna,Jack Conway,91,"Action, Drama, Romance"
4273,Alta marea,John Reinhardt,72,"Film-Noir, Mystery"
4274,La muraglia delle tenebre,Curtis Bernhardt,99,"Crime, Drama, Film-Noir"
4275,Serenata messicana,William Keighley,74,Comedy
4276,Hoppy's Holiday,George Archainbaud,60,"Action, Adventure, Western"
4277,I trafficanti,Jack Conway,115,"Drama, Comedy, Romance"
4278,Brivido d'amore,William A. Seiter,93,"Comedy, Musical, Romance"
4279,Peccatori senza peccato,Victor Saville,97,Drama
4280,Contrabbando a Shanghai,Edwin L. Marin,90,"Adventure, Crime, Drama"
4281,Accadde a Brooklyn,Richard Whorf,104,"Comedy, Musical, Romance"
4282,Accadde nella quinta strada,Roy Del Ruth,116,"Comedy, Music, Romance"
4283,"It's a Joke, Son!",Benjamin Stoloff,63,Comedy
4284,Sfinge del male,Sam Wood,99,"Crime, Drama, Thriller"
4285,Il ritorno di Jess il bandito,"Fred C. Brannon, Thomas Carr",180,"Action, Adventure, History"
4286,A sangue freddo,Robert Rossen,96,"Crime, Drama, Film-Noir"
4287,Dill l'uccisore,Lewis D. Collins,75,"Comedy, Crime"
4288,Pugno di ferro,Roy Rowland,104,Drama
4289,Una donna nel lago,Robert Montgomery,105,"Crime, Film-Noir, Mystery"
4290,Ladri in guanti gialli,George Sherman,89,"Crime, Drama, Film-Noir"
4291,L'ultimo dei Mohicani,George Sherman,79,"Action, Adventure, Romance"
4292,Schiavo del passato,Joseph L. Mankiewicz,93,Comedy
4293,Vita col padre,Michael Curtiz,118,Comedy
4294,A Likely Story,H.C. Potter,80,Comedy
4295,Living in a Big Way,Gregory La Cava,104,"Comedy, Musical"
4296,The Lone Wolf in London,Leslie Goodwins,68,"Action, Comedy, Crime"
4297,La disperata notte,Anatole Litvak,101,"Crime, Drama, Film-Noir"
4298,Luna di miele perduta,Leigh Jason,71,"Comedy, Romance"
4299,Gli amanti di Venezia,Martin Gabel,89,"Drama, Film-Noir, Romance"
4300,L'affascinante straniero,Richard Whorf,81,"Drama, Mystery, Romance"
4301,Lo sparviero di Londra,Douglas Sirk,102,"Crime, Film-Noir, Mystery"
4302,Passione selvaggia,Zoltan Korda,89,Adventure
4303,The Marauders,George Archainbaud,63,"Action, Adventure, Mystery"
4304,Merton of the Movies,Robert Alton,82,"Comedy, Romance"
4305,The Millerson Case,George Archainbaud,72,"Crime, Mystery"
4306,Monsieur Verdoux,Charles Chaplin,124,"Comedy, Crime, Drama"
4307,Come nacque il nostro amore,Walter Lang,107,Musical
4308,Il lutto si addice ad Elettra,Dudley Nichols,159,Drama
4309,La mia brunetta preferita,Elliott Nugent,87,"Comedy, Crime, Mystery"
4310,My Wild Irish Rose,David Butler,101,"Biography, Musical"
4311,News Hounds,William Beaudine,68,Comedy
4312,L'amore senza volto,John Cromwell,102,"Drama, Romance, Music"
4313,Smarrimento,Vincent Sherman,111,"Drama, Film-Noir"
4314,On the Old Spanish Trail,William Witney,75,"Action, Music, Western"
4315,Fulmini a ciel sereno,Leigh Jason,84,Comedy
4316,Le catene della colpa,Jacques Tourneur,97,"Crime, Drama, Film-Noir"
4317,Il caso Paradine,Alfred Hitchcock,125,"Crime, Drama, Romance"
4318,La storia di Pearl White,George Marshall,96,"Biography, Comedy, Musical"
4319,Philo Vance Returns,William Beaudine,64,"Action, Crime, Mystery"
4320,Philo Vance's Gamble,Basil Wrangell,62,Mystery
4321,Anime in delirio,Curtis Bernhardt,108,"Crime, Drama, Film-Noir"
4322,The Pretender,W. Lee Wilder,69,"Crime, Drama, Film-Noir"
4323,Il disonesto,Albert Lewin,112,Drama
4324,Notte senza fine,Raoul Walsh,101,"Drama, Mystery, Romance"
4325,Queen of the Amazons,Edward Finney,61,"Action, Adventure"
4326,Railroaded!,Anthony Mann,72,"Crime, Drama, Film-Noir"
4327,La casa rossa,Delmer Daves,100,"Drama, Film-Noir, Mystery"
4328,Dimmi addio,Alfred L. Werker,91,"Crime, Drama, Film-Noir"
4329,Fiesta e sangue,Robert Montgomery,101,"Crime, Drama, Film-Noir"
4330,Riffraff,Ted Tetzlaff,80,"Adventure, Comedy, Drama"
4331,Avventura in Brasile,Norman Z. McLeod,100,"Adventure, Comedy, Musical"
4332,Robin Hood of Texas,Lesley Selander,71,"Action, Adventure, Crime"
4333,La cavalcata del terrore,Roy Rowland,105,"Comedy, Drama, Romance"
4334,Roses Are Red,James Tinling,67,"Action, Crime, Drama"
4335,Scared to Death,Christy Cabanne,65,Thriller
4336,Il mare d'erba,Elia Kazan,123,"Drama, Western"
4337,Sogni proibiti,Norman Z. McLeod,110,"Comedy, Fantasy, Romance"
4338,The Senator Was Indiscreet,George S. Kaufman,88,Comedy
4339,Il mistero delle sette chiavi,Lew Landers,64,"Mystery, Thriller"
4340,Seven Were Saved,William H. Pine,73,"Adventure, Drama, Thriller"
4341,The Shocking Miss Pilgrim,"George Seaton, Edmund Goulding",85,"Comedy, Musical, Romance"
4342,Sparo per uccidere,William Berke,64,"Crime, Drama, Film-Noir"
4343,Sinbad il marinaio,Richard Wallace,116,"Adventure, Fantasy, Romance"
4344,Singapore,John Brahm,79,"Action, Adventure, Crime"
4345,Una donna distrusse,Stuart Heisler,103,"Drama, Film-Noir, Music"
4346,Scritto sul vento,Irving Pichel,94,"Comedy, Musical"
4347,The Son of Rusty,Lew Landers,69,"Drama, Family"
4348,Canto d'amore,Clarence Brown,119,"Drama, Music, Romance"
4349,Scheherazade,Walter Reisch,105,"Adventure, Biography, Drama"
4350,Il canto dell'uomo ombra,Edward Buzzell,86,"Comedy, Crime, Musical"
4351,Springtime in the Sierras,William Witney,75,"Action, Music, Western"
4352,La valle del sole,"James V. Kern, Raoul Walsh",97,Drama
4353,Mia moglie capitano,Mitchell Leisen,87,"Comedy, Romance"
4354,T-Men contro i fuorilegge,Anthony Mann,92,"Crime, Film-Noir, Thriller"
4355,Tarzan e i cacciatori bianchi,Kurt Neumann,72,"Action, Adventure, Romance"
4356,That Way with Women,Frederick De Cordova,84,Comedy
4357,Fiamme sulla Sierra,Lew Landers,60,"Action, Romance, Western"
4358,Frontiere selvagge,Ray Enright,84,Western
4359,The Trap,Howard Bretherton,68,"Comedy, Crime, Mystery"
4360,La seconda signora Carroll,Peter Godfrey,99,"Crime, Drama, Film-Noir"
4361,La grande conquista,Richard Wallace,128,"Adventure, Drama, Romance"
4362,Una donna in cerca di brividi,Harry Beaumont,90,"Action, Comedy, Crime"
4363,Unexpected Guest,George Archainbaud,61,Western
4364,Le donne erano sole,Vincent Sherman,109,"Crime, Drama, Film-Noir"
4365,La danza incompiuta,Henry Koster,101,"Comedy, Drama, Musical"
4366,L'alibi di Satana,Michael Curtiz,103,"Drama, Film-Noir, Mystery"
4367,Rivista di stelle,George Marshall,93,"Comedy, Musical"
4368,Violence,Jack Bernhard,72,"Crime, Drama, Film-Noir"
4369,La voce della tortora,Irving Rapper,103,"Comedy, Romance"
4370,Passione che uccide,Michael Gordon,87,"Crime, Drama, Film-Noir"
4371,Benvenuto straniero!,Elliott Nugent,107,Comedy
4372,La congiura di Barovia,Sidney Lanfield,75,"Comedy, Thriller"
4373,The White Gorilla,Harry L. Fraser,62,Adventure
4374,Corsari della terra,Tay Garnett,92,Drama
4375,La vedova pericolosa,Charles Barton,78,"Action, Comedy, Family"
4376,La donna della spiaggia,Jean Renoir,71,"Drama, Film-Noir, Romance"
4377,Il sorriso della Gioconda,Zoltan Korda,96,"Drama, Film-Noir, Mystery"
4378,Donne nella notte,William Rowland,98,"Action, Drama, Thriller"
4379,In nome di Dio,John Ford,106,"Drama, Western"
4380,Il cervello di Frankenstein,"Charles Barton, Walter Lantz",83,"Comedy, Fantasy, Horror"
4381,Delitto senza peccato,William Dieterle,101,"Drama, Film-Noir, Thriller"
4382,Il delitto del giudice,Michael Gordon,91,"Crime, Drama, Film-Noir"
4383,Le avventure di Don Giovanni,Vincent Sherman,110,"Action, Adventure, Romance"
4384,Adventures of Frank and Jesse James,"Fred C. Brannon, Yakima Canutt",180,"Action, Adventure, Western"
4385,Il solitario del Texas,Ray Enright,90,"Action, Adventure, Romance"
4386,Erano tutti miei figli,Irving Reis,94,"Drama, Film-Noir"
4387,Always Together,Frederick De Cordova,78,Comedy
4388,Angels' Alley,William Beaudine,67,"Comedy, Crime, Drama"
4389,Un'altra parte della foresta,Michael Gordon,107,"Drama, Romance"
4390,Amore sotto i tetti,George Seaton,96,Drama
4391,Appointment with Murder,Jack Bernhard,67,"Crime, Mystery, Romance"
4392,April Showers,James V. Kern,94,Musical
4393,Arco di trionfo,Lewis Milestone,120,"Drama, Romance, War"
4394,The Argyle Secrets,Cy Endfield,64,"Drama, Mystery, Romance"
4395,The Arizona Ranger,John Rawlins,64,"Action, Drama, Western"
4396,La moglie ricca,Robert Z. Leonard,108,"Drama, Romance"
4397,L'ultima sfida,Roy Del Ruth,106,"Biography, Drama, Sport"
4398,Il gorilla umano,Budd Boetticher,62,"Crime, Drama, Film-Noir"
4399,Pistole puntate,Lesley Selander,86,"Action, Romance, Western"
4400,Il treno ferma a Berlino,Jacques Tourneur,87,"Crime, Drama, Film-Noir"
4401,Codice d'onore,John Farrow,82,Drama
4402,La legge del cuore,Norman Taurog,103,Drama
4403,La freccia nera,Gordon Douglas,76,"Action, Adventure, History"
4404,Dietro la maschera,George Sherman,80,Western
4405,Blondie's Reward,Abby Berlin,66,Comedy
4406,Blondie's Secret,Edward Bernds,68,Comedy
4407,Sangue sulla luna,Robert Wise,88,"Action, Drama, Romance"
4408,Squadra mobile 61,Richard Fleischer,62,"Crime, Drama, Film-Noir"
4409,Il ragazzo dai capelli verdi,Joseph Losey,82,"Comedy, Drama, Family"
4410,La sposa ribelle,Norman Taurog,98,"Comedy, Romance"
4411,Chiamate Nord 777,Henry Hathaway,112,"Drama, Film-Noir"
4412,Ultima tappa per gli assassini,Crane Wilbur,82,"Action, Crime, Drama"
4413,Casbah,John Berry,94,"Crime, Musical"
4414,Chicken Every Sunday,George Seaton,94,"Comedy, Drama, Romance"
4415,Close-Up,Jack Donohue,76,"Crime, Drama, Film-Noir"
4416,Suprema decisione,Sam Wood,112,"Action, Drama, War"
4417,Il pugnale del bianco,Ray Enright,90,Western
4418,The Creeper,Jean Yarbrough,64,"Adventure, Horror"
4419,Dangerous Years,Arthur Pierson,62,"Crime, Drama"
4420,Dangers of the Canadian Mounted,"Fred C. Brannon, Yakima Canutt",167,"Action, Adventure, Crime"
4421,The Dead Don't Dream,George Archainbaud,62,"Action, Adventure, Mystery"
4422,Il figlio della tempesta,Henry King,85,Drama
4423,Devil's Cargo,John F. Link Sr.,64,"Crime, Mystery"
4424,Docks of New Orleans,Derwin Abrahams,64,"Comedy, Crime, Drama"
4425,L'uomo che vorrei,Mitchell Leisen,85,"Comedy, Romance"
4426,Daniele tra i pellirosse,Kurt Neumann,86,"Comedy, Western"
4427,Ti amavo senza saperlo,Charles Walters,103,"Musical, Romance"
4428,Embraceable You,Felix Jacoves,80,"Drama, Romance, Thriller"
4429,Il valzer dell'imperatore,Billy Wilder,106,"Comedy, Musical, Romance"
4430,Fuga nel tempo,Irving Reis,100,"Drama, Romance"
4431,Il fuggitivo,Joseph L. Mankiewicz,78,Thriller
4432,Eyes of Texas,William Witney,70,Western
4433,False Paradise,George Archainbaud,59,"Action, Adventure, Western"
4434,Abbandonata in viaggio di nozze,Claude Binyon,90,Comedy
4435,The Feathered Serpent,William Beaudine,61,"Comedy, Crime, Horror"
4436,"Feudin', Fussin' and A-Fightin'",George Sherman,78,Comedy
4437,Falchi in picchiata,Raoul Walsh,96,"Action, War"
4438,Domani saranno uomini,Ted Tetzlaff,93,"Action, Biography, Crime"
4439,La telefonista della Casa Bianca,Frederick De Cordova,90,"Comedy, Musical, Romance"
4440,Le forze del male,Abraham Polonsky,79,"Crime, Drama, Film-Noir"
4441,Scandalo internazionale,Billy Wilder,116,"Comedy, Drama, Romance"
4442,Il massacro di Fort Apache,John Ford,128,"Action, Adventure, Western"
4443,Le quattro facce del West,Alfred E. Green,89,Western
4444,Lo strano Mr. Jones,S. Sylvan Simon,93,"Action, Adventure, Comedy"
4445,L'assalto,H. Bruce Humberstone,88,Western
4446,The Gay Ranchero,William Witney,72,"Action, Adventure, Music"
4447,Give My Regards to Broadway,Lloyd Bacon,92,Musical
4448,The Golden Eye,William Beaudine,69,"Comedy, Crime, Mystery"
4449,Il buon samaritano,Leo McCarey,114,"Comedy, Drama, Romance"
4450,Grand Canyon Trail,William Witney,67,Western
4451,I verdi pascoli del Wyoming,Louis King,89,"Drama, Family, Western"
4452,Gun Smugglers,Frank McDonald,61,Western
4453,Guns of Hate,Lesley Selander,61,Western
4454,Egli camminava nella notte,"Alfred L. Werker, Anthony Mann",79,"Crime, Film-Noir, Thriller"
4455,Here Comes Trouble,Fred Guiol,55,Comedy
4456,Casa mia,Fred M. Wilcox,97,"Adventure, Family, Drama"
4457,Jim lo sfregiato,"Steve Sekely, Paul Henreid",83,"Crime, Drama, Film-Noir"
4458,La lunga attesa,Mervyn LeRoy,113,"Drama, Romance, War"
4459,L'inseguita,Jack Bernhard,88,"Crime, Drama, Film-Noir"
4460,Io non t'inganno t'amo!,S. Sylvan Simon,93,"Crime, Film-Noir, Mystery"
4461,Mamma ti ricordo!,George Stevens,134,"Drama, Family"
4462,L'impronta dell'assassino,William Nigh,70,"Mystery, Film-Noir, Crime"
4463,Tutti conoscono Susanna,Gordon Douglas,90,Comedy
4464,Inner Sanctum,Lew Landers,62,"Film-Noir, Horror, Mystery"
4465,Non fidarti di tuo marito,Lloyd Bacon,90,Comedy
4466,The Inside Story,Allan Dwan,87,"Comedy, Drama, Romance"
4467,Il sipario di ferro,William A. Wellman,87,"Biography, Crime, History"
4468,Jinx Money,William Beaudine,68,"Crime, Comedy"
4469,Giovanna d'Arco,Victor Fleming,145,"Biography, Drama, War"
4470,Johnny Belinda,Jean Negulesco,102,Drama
4471,La bella imprudente,Jack Conway,99,"Comedy, Romance"
4472,Vorrei sposare,Bretaigne Windust,96,Comedy
4473,Fuga nella giungla,Lewis D. Collins,62,"Action, Adventure, Crime"
4474,Jim della jungla,William Berke,71,"Action, Adventure"
4475,L'isola di corallo,John Huston,100,"Action, Crime, Drama"
4476,La volpe rossa,William Beaudine,81,"Adventure, Drama, Romance"
4477,Killer Diller,Josh Binney,73,"Comedy, Drama, Music"
4478,Per te ho ucciso,Norman Foster,79,"Crime, Drama, Film-Noir"
4479,Il bacio del bandito,Laslo Benedek,100,"Comedy, Musical, Western"
4480,La signora di Shanghai,Orson Welles,87,"Crime, Drama, Film-Noir"
4481,Sfida all'ultimo sangue,Robert L. Lippert,84,Western
4482,Loaded Pistols,John English,78,"Mystery, Western"
4483,I racconti della Louisiana,Robert J. Flaherty,78,"Adventure, Drama"
4484,Gli amori di Carmen,Charles Vidor,99,"Adventure, Drama, Music"
4485,L'isola del desiderio,Henry Koster,99,"Fantasy, Comedy, Romance"
4486,Lulu Belle,Leslie Fenton,86,"Drama, Musical, Romance"
4487,Crociera di lusso,Richard Whorf,98,"Comedy, Musical, Romance"
4488,Macbeth,Orson Welles,92,"Drama, History, War"
4489,La donna senza amore,Henry Levin,87,Comedy
4490,Lo scrigno delle sette perle,"Clyde Geronimi, Wilfred Jackson",75,"Animation, Comedy, Family"
4491,Corrida messicana,Charles Barton,77,"Comedy, Romance"
4492,Million Dollar Weekend,Gene Raymond,72,"Crime, Drama, Film-Noir"
4493,Il miracolo delle campane,Irving Pichel,120,Drama
4494,I cari parenti,Richard Haydn,101,"Comedy, Romance"
4495,Mom and Dad,William Beaudine,97,Drama
4496,Money Madness,Sam Newfield,73,"Film-Noir, Mystery"
4497,La casa dei nostri sogni,H.C. Potter,94,"Comedy, Romance"
4498,Il signore e la sirena,Irving Pichel,89,"Comedy, Fantasy, Romance"
4499,La cara segretaria,Charles Martin,94,"Comedy, Romance"
4500,La collana insanguinata,Robert Wise,66,"Crime, Mystery"
4501,La notte ha mille occhi,John Farrow,81,"Drama, Film-Noir, Thriller"
4502,Nighttime in Nevada,William Witney,67,"Comedy, Music, Western"
4503,Tra moglie e marito,Lewis Milestone,96,Comedy
4504,Gianni e Pinotto contro i gangsters,Charles Barton,77,Comedy
4505,L'amazzone domata,Albert S. Rogell,79,Western
4506,Su di un'isola con te,Richard Thorpe,107,"Comedy, Musical, Romance"
4507,Una domenica pomeriggio,Raoul Walsh,90,"Musical, Romance"
4508,Il bacio di Venere,"William A. Seiter, Gregory La Cava",82,"Comedy, Fantasy, Musical"
4509,Open Secret,John Reinhardt,68,"Crime, Drama, Film-Noir"
4510,Viso pallido,Norman Z. McLeod,91,"Comedy, Family, Western"
4511,Il pirata,Vincente Minnelli,102,"Adventure, Comedy, Musical"
4512,I rapinatori,Joseph Kane,87,"Action, Drama, Romance"
4513,Il ritratto di Jennie,William Dieterle,86,"Drama, Fantasy, Mystery"
4514,Labbra avvelenate,Edwin L. Marin,79,"Crime, Drama, Film-Noir"
4515,Il vagabondo della foresta,Norman Foster,93,"Adventure, Western"
4516,Schiavo della furia,Anthony Mann,79,"Crime, Drama, Film-Noir"
4517,Il fiume rosso,"Howard Hawks, Arthur Rosson",133,"Action, Adventure, Drama"
4518,Richiamo d'ottobre,Joseph H. Lewis,98,"Comedy, Drama"
4519,Gli avvoltoi,Ray Enright,90,"Action, Romance, Western"
4520,The Return of the Whistler,D. Ross Lederman,60,"Film-Noir, Mystery"
4521,La signora del fiume,George Sherman,78,"Action, Drama, Western"
4522,I quattro rivali,Jean Negulesco,95,"Action, Drama, Film-Noir"
4523,La legione dei condannati,Robert Florey,86,"Action, Adventure, Mystery"
4524,Amore sotto coperta,"Michael Curtiz, Busby Berkeley",99,"Comedy, Musical, Romance"
4525,Nodo alla gola,Alfred Hitchcock,80,"Crime, Drama, Mystery"
4526,Il dominatore di Wall Street,Edgar G. Ulmer,104,"Drama, Film-Noir, Romance"
4527,Saigon,Leslie Fenton,93,"Crime, Drama, Film-Noir"
4528,Suggestione,Claude Binyon,88,"Drama, Film-Noir"
4529,Scudda Hoo! Scudda Hay!,F. Hugh Herbert,95,"Comedy, Drama, Romance"
4530,Odissea tragica,Fred Zinnemann,104,"Drama, War"
4531,Dietro la porta chiusa,Fritz Lang,99,"Drama, Film-Noir, Mystery"
4532,Shanghai Chest,William Beaudine,65,"Adventure, Comedy, Crime"
4533,Shed No Tears,Jean Yarbrough,70,"Crime, Drama, Film-Noir"
4534,Il segno del capricorno,John Sturges,84,"Drama, Film-Noir, Thriller"
4535,Silent Conflict,George Archainbaud,61,"Action, Adventure, Mystery"
4536,Sul fiume d'argento,Raoul Walsh,110,"Romance, Western"
4537,Cavalcata infernale,George Archainbaud,59,"Action, Adventure, Mystery"
4538,Atlantide,"Gregg G. Tallas, John Brahm",75,Adventure
4539,Donne e veleni,Douglas Sirk,97,"Drama, Film-Noir, Mystery"
